;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;;;;;;;;;;;;;;;;;;;;;;;;;
2167;7;0.35;0.31;01.авг;0.069;15;162;0.9944;мар.18;0.47;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2168;07.апр;0.19;0.3;12.авг;0.053;48.5;229;0.9986;мар.14;0.49;09.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
2169;07.апр;0.19;0.3;12.авг;0.053;48.5;229;0.9986;мар.14;0.49;09.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
2170;07.апр;0.19;0.3;12.авг;0.053;48.5;229;0.9986;мар.14;0.49;09.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
2171;07.апр;0.19;0.3;12.авг;0.053;48.5;229;0.9986;мар.14;0.49;09.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
2172;07.апр;0.19;0.3;12.авг;0.053;48.5;229;0.9986;мар.14;0.49;09.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
2173;06.сен;0.32;0.13;07.авг;0.042;11;117;0.996;мар.23;0.37;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
2174;07.июн;0.32;0.58;16.75;0.05;43;163;0.9999;мар.15;0.54;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
2175;07.апр;0.19;0.3;12.авг;0.053;48.5;229;0.9986;мар.14;0.49;09.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
2176;07.апр;0.19;0.3;12.авг;0.053;48.5;212;0.9986;мар.14;0.49;09.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
2177;06.сен;0.32;0.13;07.авг;0.042;11;117;0.996;мар.23;0.37;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
2178;6;0.34;0.24;05.апр;0.06;23;126;0.9951;мар.25;0.44;9;7;;;;;;;;;;;;;;;;;;;;;;;;;
2179;07.июн;0.32;0.58;16.75;0.05;43;163;0.9999;мар.15;0.54;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
2180;07.июл;0.24;0.31;01.мар;0.047;33;106;0.993;мар.22;0.55;10.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
2181;8;0.36;0.43;10.янв;0.053;29;146;0.9982;03.апр;0.46;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2182;07.апр;0.29;0.25;03.авг;0.044;30;114;0.992;03.ноя;0.4;11;6;;;;;;;;;;;;;;;;;;;;;;;;;
2183;06.июн;0.32;0.27;10.сен;0.041;37;146;0.9963;мар.24;0.47;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
2184;06.мар;0.3;0.24;06.июн;0.04;38;141;0.995;мар.22;0.47;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2185;06.апр;0.33;0.24;09.авг;0.041;29;109;0.9956;мар.29;0.47;10.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
2186;07.май;0.18;0.31;11.июл;0.051;24;94;0.997;мар.19;0.44;09.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
2187;06.май;0.39;0.81;01.фев;0.217;14;74;0.9936;03.авг;0.53;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2188;06.авг;0.25;0.18;01.апр;0.056;13;137;0.9935;03.ноя;0.42;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2189;06.апр;0.18;0.32;09.июн;0.052;24;90;0.9963;мар.35;0.49;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2190;07.янв;0.18;0.32;12.фев;0.048;36;125;0.9967;фев.92;0.54;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2191;07.июн;0.27;0.42;02.июн;0.044;29;110;0.9912;мар.31;0.51;12.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
2192;09.фев;0.23;0.35;10.июл;0.037;34;145;0.9981;03.сен;0.32;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2193;07.сен;0.28;0.41;04.сен;0.058;31;153;0.9966;мар.27;0.51;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
2194;07.янв;0.18;0.32;12.фев;0.048;36;125;0.9967;фев.92;0.54;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2195;06.апр;0.18;0.32;09.июн;0.052;24;90;0.9963;мар.35;0.49;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2196;06.авг;0.25;0.18;01.апр;0.056;13;137;0.9935;03.ноя;0.42;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2197;7;0.22;0.26;01.янв;0.037;20;71;0.9902;03.янв;0.38;11.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
2198;07.мар;0.18;0.29;1;0.036;26;101;0.99;03.сен;0.37;11.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
2199;07.янв;0.26;0.19;08.фев;0.051;53;187;0.996;мар.16;0.52;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2200;06.июн;0.25;0.42;11.мар;0.049;77;231;0.9966;мар.24;0.52;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2201;06.апр;0.24;0.23;07.мар;0.069;31;157;0.9962;мар.25;0.53;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
2202;6;0.28;0.27;02.мар;0.051;23;147;0.994;мар.23;0.67;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
2203;07.янв;0.26;0.19;08.фев;0.051;53;187;0.996;мар.16;0.52;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2204;07.авг;0.24;0.38;02.янв;0.058;14;167;0.994;мар.21;0.55;09.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
2205;07.июн;0.27;0.33;2;0.059;19;175;0.9944;мар.22;0.56;09.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
2206;07.июл;0.39;0.34;10;0.056;35;178;0.9974;мар.26;0.6;10.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
2207;08.сен;0.24;0.33;15.75;0.035;16;132;0.996;3;0.37;12.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
2208;06.июн;0.23;0.24;03.сен;0.045;36;138;0.9922;мар.15;0.64;11.мар;7;;;;;;;;;;;;;;;;;;;;;;;;;
2209;07.янв;0.26;0.3;2;0.031;13;128;0.9917;мар.19;0.49;11.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2210;7;0.32;0.35;01.май;0.039;24;125;0.9918;мар.17;0.64;12.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
2211;07.апр;0.24;0.26;01.июн;0.058;53;150;0.9936;мар.18;0.5;09.сен;7;;;;;;;;;;;;;;;;;;;;;;;;;
2212;06.сен;0.21;0.33;01.апр;0.056;35;136;0.9938;мар.63;0.78;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
2213;7;0.32;0.35;01.май;0.039;24;125;0.9918;мар.17;0.64;12.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
2214;07.апр;0.17;0.29;01.апр;0.047;23;107;0.9939;мар.52;0.65;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2215;07.янв;0.26;0.3;2;0.031;13;128;0.9917;мар.19;0.49;11.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2216;08.май;0.28;0.34;13.авг;0.041;32;161;0.9981;мар.13;0.4;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
2217;07.авг;0.3;0.37;01.мар;0.051;16;96;0.9941;мар.32;0.62;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
2218;08.янв;0.25;0.38;03.авг;0.051;18;129;0.9928;мар.21;0.38;11.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2219;07.июл;0.28;0.29;06.сен;0.041;29;163;0.9952;мар.44;0.6;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2220;06.май;0.24;0.36;02.фев;0.027;36;134;0.9898;мар.28;0.36;12.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
2221;7;0.22;0.32;01.июн;0.045;40;120;0.9914;фев.98;0.44;10.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2222;08.май;0.28;0.34;13.авг;0.041;32;161;0.9981;мар.13;0.4;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
2223;8;0.45;0.28;10.авг;0.051;25;157;0.9957;03.июн;0.47;11.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
2224;06.сен;0.23;0.33;12.авг;0.056;44;169;0.998;мар.42;0.42;09.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
2225;8;0.45;0.28;10.авг;0.051;25;157;0.9957;03.июн;0.47;11.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
2226;07.июн;0.23;0.26;15.мар;0.067;32;166;0.9986;03.мар;0.44;09.фев;4;;;;;;;;;;;;;;;;;;;;;;;;;
2227;07.июл;0.28;0.58;12.янв;0.046;60;177;0.9983;03.авг;0.46;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
2228;07.июл;0.27;0.61;12;0.046;64;179;0.9982;03.июл;0.46;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
2229;07.янв;0.2;0.36;11.июн;0.042;45;124;0.997;фев.92;0.59;09.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
2230;06.сен;0.25;0.35;09.фев;0.034;42;150;0.9947;мар.21;0.36;11.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2231;07.янв;0.2;0.36;11.июн;0.042;45;124;0.997;фев.92;0.59;09.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
2232;06.сен;0.25;0.35;09.фев;0.034;42;150;0.9947;мар.21;0.36;11.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2233;08.апр;0.2;0.31;02.авг;0.054;16;89;0.99416;фев.96;0.45;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2234;06.май;0.39;0.35;01.июн;0.049;10;164;0.99516;мар.35;0.51;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2235;07.фев;0.23;0.38;06.янв;0.067;20;90;0.99496;мар.17;0.79;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2236;06.сен;0.44;0.42;08.май;0.048;10;147;0.9974;мар.32;0.46;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2237;07.янв;0.28;0.19;07.авг;0.04;48;184;0.99579;мар.16;0.5;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2238;06.апр;0.34;0.2;14.сен;0.06;37;162;0.9983;мар.13;0.45;9;4;;;;;;;;;;;;;;;;;;;;;;;;;
2239;06.янв;0.15;0.29;06.фев;0.046;39;151;0.99471;03.июн;0.44;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
2240;06.сен;0.44;0.42;08.май;0.048;10;147;0.9974;мар.32;0.46;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2241;07.фев;0.29;0.18;08.фев;0.042;41;180;0.99644;мар.16;0.49;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
2242;07.янв;0.28;0.19;07.авг;0.04;48;184;0.99579;мар.16;0.5;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2243;06.янв;0.23;0.45;10.июн;0.094;49;169;0.99699;03.май;0.54;08.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
2244;06.июл;0.23;0.42;11.фев;0.047;52;171;0.99758;мар.54;0.74;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2245;7;0.36;0.14;11.июн;0.043;35;228;0.9977;мар.13;0.51;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
2246;07.май;0.31;0.24;07.янв;0.031;28;141;0.99397;мар.16;0.38;10.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
2247;06.апр;0.34;0.2;14.сен;0.06;37;162;0.9983;мар.13;0.45;9;4;;;;;;;;;;;;;;;;;;;;;;;;;
2248;06.янв;0.15;0.29;06.фев;0.046;39;151;0.99471;03.июн;0.44;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
2249;07.апр;0.2;0.29;01.июл;0.047;16;100;0.99243;мар.28;0.45;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
2250;06.мар;0.27;0.18;07.июл;0.048;45;186;0.9962;мар.23;0.47;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
2251;09.фев;0.34;0.54;17.мар;0.06;46;235;1.00182;03.авг;0.61;08.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
2252;07.апр;0.18;0.29;01.апр;0.042;34;101;0.99384;мар.54;0.6;10.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
2253;07.фев;0.29;0.2;07.июл;0.046;51;174;0.99582;мар.16;0.52;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2254;06.мар;0.27;0.18;07.июл;0.048;45;186;0.9962;мар.23;0.47;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
2255;06.фев;0.26;0.19;03.апр;0.049;47;172;0.9924;мар.14;0.43;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2256;07.мар;0.21;0.21;01.июн;0.046;35;133;0.99466;мар.38;0.46;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
2257;07.янв;0.14;0.35;01.апр;0.039;24;128;0.99212;фев.97;0.68;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2258;07.фев;0.39;0.54;01.апр;0.157;34;132;0.99449;03.ноя;0.53;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
2259;07.июн;0.48;0.28;10.апр;0.049;57;205;0.99748;мар.24;0.45;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
2260;07.фев;0.39;0.54;01.апр;0.157;34;132;0.99449;03.ноя;0.53;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
2261;07.июн;0.48;0.28;10.апр;0.049;57;205;0.99748;мар.24;0.45;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
2262;06.май;0.36;0.31;04.янв;0.061;20;134;0.99475;мар.18;0.45;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
2263;08.май;0.25;0.31;02.авг;0.032;11;61;0.99189;03.июн;0.44;11.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2264;06.сен;0.3;0.21;15.июл;0.056;49;159;0.99827;03.ноя;0.48;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
2265;06.июн;0.19;0.43;10.сен;0.045;53;154;0.99752;мар.52;0.77;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2266;06.сен;0.3;0.21;15.июл;0.056;49;159;0.99827;03.ноя;0.48;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
2267;09.апр;0.42;0.32;06.май;0.027;20;167;0.99479;03.авг;0.43;10.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
2268;06.июн;0.19;0.43;10.сен;0.045;53;154;0.99752;мар.52;0.77;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2269;06.мар;0.2;0.3;05.сен;0.034;35;152;0.99642;мар.47;0.4;08.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2270;08.май;0.19;0.56;17.мар;0.055;47;169;1.00047;03.июл;0.67;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
2271;07.мар;0.19;0.25;01.апр;0.051;41;107;0.99382;мар.53;0.66;10.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
2272;06.июл;0.25;0.26;13.май;0.06;50;156;0.99784;мар.39;0.46;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
2273;06.фев;0.25;0.28;08.май;0.035;28;108;0.99486;03.апр;0.42;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2274;06.янв;0.46;0.32;06.фев;0.053;10;94;0.99537;мар.35;0.47;10.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
2275;07.мар;0.19;0.25;01.апр;0.051;41;107;0.99382;мар.53;0.66;10.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
2276;07.май;0.29;0.26;14.95;0.067;47;178;0.99838;03.апр;0.49;09.фев;4;;;;;;;;;;;;;;;;;;;;;;;;;
2277;06.июл;0.31;0.18;07.июл;0.043;57;200;0.99566;мар.17;0.44;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2278;07.апр;0.14;0.3;01.мар;0.033;25;91;0.99268;мар.53;0.39;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
2279;06.июл;0.31;0.18;07.июл;0.043;57;200;0.99566;мар.17;0.44;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2280;07.янв;0.4;0.52;01.мар;0.148;45;149;0.99468;03.авг;0.56;08.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2281;06.апр;0.16;0.25;01.мар;0.047;20;77;0.9933;мар.61;0.54;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
2282;06.мар;0.16;0.22;01.мар;0.046;18;66;0.99307;мар.61;0.55;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
2283;07.апр;0.33;0.26;15.июн;0.049;67;210;0.99907;03.июн;0.68;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2284;07.апр;0.33;0.26;15.июн;0.049;67;210;0.99907;03.июн;0.68;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2285;07.апр;0.33;0.26;15.июн;0.049;67;210;0.99907;03.июн;0.68;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2286;07.апр;0.33;0.26;15.июн;0.049;67;210;0.99907;03.июн;0.68;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2287;06.июн;0.41;0.24;04.сен;0.158;47;144;0.99471;мар.17;0.49;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2288;06.июл;0.43;0.23;5;0.157;49;145;0.99471;мар.17;0.49;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2289;07.апр;0.33;0.26;15.июн;0.049;67;210;0.99907;03.июн;0.68;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2290;07.мар;0.4;0.28;06.май;0.037;26;97;0.99148;мар.16;0.58;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
2291;07.апр;0.18;0.24;01.апр;0.047;21;106;0.99383;мар.52;0.64;10.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
2292;08.июн;0.17;0.28;02.июл;0.047;38;150;0.99365;03.янв;0.56;10.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
2293;06.май;0.32;0.23;01.фев;0.054;39;208;0.99272;мар.18;0.46;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
2294;07.мар;0.4;0.28;06.май;0.037;26;97;0.99148;мар.16;0.58;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
2295;7;0.32;0.31;06.апр;0.031;38;115;0.99235;мар.38;0.58;12.фев;7;;;;;;;;;;;;;;;;;;;;;;;;;
2296;07.май;0.42;0.19;06.сен;0.041;62;150;0.99508;мар.23;0.37;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
2297;06.сен;0.28;0.31;07.фев;0.04;47;168;0.9946;мар.29;0.57;10.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
2298;06.май;0.29;0.42;10.июн;0.042;66;202;0.99674;мар.24;0.53;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2299;06.мар;0.41;0.18;03.май;0.027;23;109;0.99018;мар.34;0.54;12.авг;8;;;;;;;;;;;;;;;;;;;;;;;;;
2300;7;0.32;0.31;06.апр;0.031;38;115;0.99235;мар.38;0.58;12.фев;7;;;;;;;;;;;;;;;;;;;;;;;;;
2301;07.мар;0.3;0.33;02.мар;0.043;28;125;0.99084;мар.34;0.44;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
2302;06.июн;0.22;0.28;12.май;0.058;25;125;0.99856;мар.45;0.45;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2303;6;0.26;0.18;7;0.055;50;194;0.99591;мар.21;0.43;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
2304;06.сен;0.44;0.18;11.авг;0.051;26;126;0.9975;мар.23;0.48;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
2305;07.май;0.42;0.2;01.апр;0.06;15;168;0.9944;03.июн;0.4;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
2306;7;0.36;0.3;5;0.04;40;143;0.99173;мар.33;0.42;12.фев;7;;;;;;;;;;;;;;;;;;;;;;;;;
2307;05.июн;0.295;0.2;02.фев;0.049;18;134;0.99378;мар.21;0.68;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
2308;06.авг;0.21;0.55;14.июн;0.053;34;159;0.99805;фев.93;0.44;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
2309;09.апр;0.28;0.3;01.июн;0.045;36;139;0.99534;03.ноя;0.49;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
2310;08.янв;0.28;0.34;01.мар;0.035;11;126;0.99232;мар.14;0.5;09.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
2311;06.авг;0.21;0.55;14.июн;0.053;34;159;0.99805;фев.93;0.44;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
2312;7;0.22;0.26;02.авг;0.036;44;132;0.99078;мар.34;0.41;12;7;;;;;;;;;;;;;;;;;;;;;;;;;
2313;09.апр;0.28;0.3;01.июн;0.045;36;139;0.99534;03.ноя;0.49;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
2314;06.авг;0.32;0.3;03.мар;0.029;15;80;0.99061;мар.33;0.63;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
2315;7;0.19;0.33;06.мар;0.032;42;127;0.99182;мар.31;0.38;12.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
2316;07.июл;0.42;0.38;08.янв;0.061;49;144;0.9966;03.апр;0.58;11;6;;;;;;;;;;;;;;;;;;;;;;;;;
2317;07.апр;0.2;0.31;01.июн;0.038;34;116;0.9912;мар.25;0.39;12;7;;;;;;;;;;;;;;;;;;;;;;;;;
2318;07.май;0.24;0.62;10.июн;0.045;51;153;0.99779;мар.16;0.44;08.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
2319;07.май;0.26;0.59;11.авг;0.046;58;164;0.99814;мар.17;0.46;08.сен;4;;;;;;;;;;;;;;;;;;;;;;;;;
2320;06.июн;0.4;0.32;01.июл;0.035;39;84;0.99096;мар.59;0.48;12.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
2321;8;0.2;0.3;08.янв;0.037;42;130;0.99379;03.янв;0.67;11.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
2322;04.июн;0.445;0;01.апр;0.053;11;178;0.99426;мар.79;0.55;10.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
2323;06.янв;0.41;0.04;01.мар;0.036;23;121;0.99228;мар.24;0.61;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
2324;07.июн;0.2;0.34;01.авг;0.041;42;148;0.99335;мар.35;0.66;11.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
2325;06.сен;0.3;0.21;07.фев;0.045;54;190;0.99595;мар.22;0.48;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
2326;7;0.35;0.17;01.янв;0.049;7;119;0.99297;мар.13;0.36;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
2327;06.сен;0.35;0.55;ноя.95;0.038;22;111;0.99687;03.ноя;0.29;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2328;7;0.35;0.17;01.янв;0.049;7;119;0.99297;мар.13;0.36;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
2329;06.сен;0.35;0.55;ноя.95;0.038;22;111;0.99687;03.ноя;0.29;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2330;07.июн;0.3;0.4;02.фев;0.054;29;175;0.99445;мар.19;0.53;09.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
2331;07.май;0.38;0.29;12.июл;0.05;25;209;0.9986;мар.25;0.59;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
2332;07.май;0.3;0.32;01.апр;0.032;31;161;0.99154;фев.95;0.42;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2333;06.мар;0.4;0.32;10.июн;0.049;38;209;0.9981;мар.47;0.59;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
2334;06.авг;0.37;0.28;01.сен;0.024;64;106;0.98993;мар.45;0.6;12.июн;8;;;;;;;;;;;;;;;;;;;;;;;;;
2335;07.май;0.23;0.35;17.авг;0.058;128;212;1.00241;мар.44;0.43;08.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
2336;08.мар;0.27;0.34;10.фев;0.048;50;118;0.99716;мар.18;0.51;10.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
2337;06.авг;0.26;0.22;04.авг;0.041;110;198;0.99437;мар.29;0.67;10.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
2338;06.май;0.28;0.35;09.авг;0.067;61;180;0.9972;мар.15;0.57;9;4;;;;;;;;;;;;;;;;;;;;;;;;;
2339;07.фев;0.34;0.3;08.апр;0.051;40;167;0.99756;мар.48;0.62;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2340;7;0.23;0.26;07.фев;0.041;21;90;0.99509;мар.22;0.55;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2341;07.июл;0.29;0.29;04.авг;0.06;27;156;0.99572;мар.49;0.59;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
2342;07.фев;0.34;0.3;08.апр;0.051;40;167;0.99756;мар.48;0.62;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
2343;07.июл;0.4;0.27;04.май;0.034;27;95;0.99175;мар.21;0.59;12.мар;8;;;;;;;;;;;;;;;;;;;;;;;;;
2344;06.июл;0.17;0.27;01.апр;0.032;39;149;0.99254;03.апр;0.52;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2345;7;0.23;0.26;07.фев;0.041;21;90;0.99509;мар.22;0.55;09.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
2346;08.янв;0.24;0.26;11;0.043;41;211;0.99676;03.ноя;0.49;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
2347;07.июл;0.28;0.63;11.янв;0.039;58;179;0.9979;03.авг;0.44;08.авг;4;;;;;;;;;;;;;;;;;;;;;;;;;
2348;07.май;0.23;0.29;02.июн;0.031;24;98;0.99194;3;0.54;10.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
2349;08.мар;0.26;0.31;2;0.029;14;141;0.99077;фев.95;0.77;12.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
2350;07.сен;0.46;0.4;10.янв;0.168;19;184;0.99782;03.июн;0.62;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
2351;07.сен;0.31;0.22;13.мар;0.048;46;212;0.99942;мар.47;0.59;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
2352;07.сен;0.25;0.34;11.апр;0.04;53;202;0.99708;03.ноя;0.57;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
2353;06.янв;0.28;0.16;01.мар;0.06;36;126;0.99353;мар.13;0.46;08.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
2354;7;0.18;0.26;01.апр;0.044;46;89;0.99256;мар.39;0.48;10.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
